"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 28 18:04:53 IST 2023","Mon Aug 28 18:04:54 IST 2023","891","","test_practice","Testpractice","","","test_search_valid_product",""
